id,mode,k,n,pruning_count,pruning_edges,local_vertices,local_decisions,local_decision_count,base_generator_count,base_generator_rank,predicted_local_base_count,individually_valid_generator_count,individually_valid_generator_rank,predicted_by_individual_compatibility,labelled_violation_count,labelled_violation_rank,combined_mask_violation_rank,labelled_kernel_rank,predicted_local_valid_count,rank_identity_holds,base_generators,individually_valid_generators,exact_local_base_count,exact_local_valid_count,exact_local_base_dim,exact_local_valid_dim,base_prediction_matches,valid_prediction_matches,individual_prediction_matches
ddgp-p2-n9-0027,ddgp,2,9,2,7-9;8-9,"{1,2,3,4,5,6,7,8,9}","{4,5,6,7,8,9}",6,6,3,8,0,0,1,4,3,3,0,1,True,"{9}@{1,5}:base-clique;{9}@{1,5}:cone;{8}@{4,5}:base-clique;{8}@{4,5}:cone;{7}@{2,6}:base-clique;{7}@{2,6}:cone",,8,1,3,0,True,True,True
ddgp-p2-n9-0028,ddgp,2,9,2,3-8;4-5,"{1,2,3,4,5,7,8}","{4,5,7,8}",4,6,3,8,0,0,1,4,3,3,0,1,True,"{8}@{2,7}:base-clique;{8}@{2,7}:cone;{7,8}@{2,5}:base-clique;{7,8}@{2,5}:cone;{5,7,8}@{1,2}:base-clique;{5,7,8}@{1,2}:cone",,8,1,3,0,True,True,True
ddgp-p2-n9-0029,ddgp,2,9,2,2-6;3-9,"{1,2,3,4,6,9}","{4,6,9}",3,2,1,2,0,0,1,1,1,1,0,1,True,"{9}@{4,6}:base-clique;{9}@{4,6}:cone",,2,1,1,0,True,True,True
ddgp-p2-n9-0030,ddgp,2,9,2,2-5;3-7,"{1,2,3,5,7}","{5,7}",2,4,2,4,0,0,1,2,2,2,0,1,True,"{7}@{1,5}:base-clique;{7}@{1,5}:cone;{5,7}@{1,3}:base-clique;{5,7}@{1,3}:cone",,4,1,2,0,True,True,True
ddgp-p2-n9-0031,ddgp,2,9,2,3-9;5-7,"{1,2,3,4,5,6,7,9}","{4,5,6,7,9}",5,2,1,2,0,0,1,1,1,1,0,1,True,"{9}@{1,7}:base-clique;{9}@{1,7}:cone",,2,1,1,0,True,True,True
ddgp-p2-n9-0032,ddgp,2,9,2,2-6;6-9,"{1,2,3,5,6,8,9}","{5,6,8,9}",4,8,4,16,0,0,1,6,4,4,0,1,True,"{9}@{3,8}:base-clique;{9}@{3,8}:cone;{8,9}@{2,3}:base-clique;{8,9}@{2,3}:cone;{6}@{1,5}:base-clique;{6}@{1,5}:cone;{5,6}@{1,3}:base-clique;{5,6}@{1,3}:cone",,16,1,4,0,True,True,True
ddgp-p2-n9-0033,ddgp,2,9,2,3-9;8-9,"{1,3,4,5,6,8,9}","{4,5,6,8,9}",5,8,4,16,2,1,2,5,3,4,1,2,True,"{9}@{1,6}:base-clique;{9}@{1,6}:cone;{8}@{1,5}:base-clique;{8}@{1,5}:cone;{6,9}@{1,4}:base-clique;{6,9}@{1,4}:cone;{4,5,6,8,9}@{1,3}:base-clique;{4,5,6,8,9}@{1,3}:cone","{4,5,6,8,9}@{1,3}:base-clique;{4,5,6,8,9}@{1,3}:cone",16,2,4,1,True,True,True
ddgp-p2-n9-0034,ddgp,2,9,2,2-4;7-8,"{1,2,3,4,6,7,8}","{4,6,7,8}",4,8,4,16,2,1,2,3,3,4,1,2,True,"{8}@{2,6}:base-clique;{8}@{2,6}:cone;{7}@{1,6}:base-clique;{7}@{1,6}:cone;{6,7,8}@{1,2}:base-clique;{6,7,8}@{1,2}:cone;{4}@{1,3}:base-clique;{4}@{1,3}:cone","{6,7,8}@{1,2}:base-clique;{6,7,8}@{1,2}:cone",16,2,4,1,True,True,True
ddgp-p2-n9-0035,ddgp,2,9,2,1-9;7-9,"{1,2,3,4,5,6,7,8,9}","{4,5,6,7,8,9}",6,4,2,4,0,0,1,3,2,2,0,1,True,"{9}@{2,8}:base-clique;{9}@{2,8}:cone;{7}@{1,5}:base-clique;{7}@{1,5}:cone",,4,1,2,0,True,True,True
ddgp-p2-n9-0036,ddgp,2,9,2,3-8;4-6,"{1,2,3,4,5,6,7,8}","{4,5,6,7,8}",5,4,2,4,0,0,1,2,2,2,0,1,True,"{5,6,7,8}@{2,3}:base-clique;{5,6,7,8}@{2,3}:cone;{4}@{1,2}:base-clique;{4}@{1,2}:cone",,4,1,2,0,True,True,True
ddgp-p2-n9-0037,ddgp,2,9,2,3-4;4-5,"{1,2,3,4,5}","{4,5}",2,4,2,4,0,0,1,3,2,2,0,1,True,"{5}@{2,3}:base-clique;{5}@{2,3}:cone;{4}@{1,2}:base-clique;{4}@{1,2}:cone",,4,1,2,0,True,True,True
ddgp-p2-n9-0038,ddgp,2,9,2,1-6;6-7,"{1,2,3,4,6,7}","{4,6,7}",3,4,2,4,0,0,1,3,2,2,0,1,True,"{7}@{2,4}:base-clique;{7}@{2,4}:cone;{6}@{3,4}:base-clique;{6}@{3,4}:cone",,4,1,2,0,True,True,True
ddgp-p2-n9-0039,ddgp,2,9,2,4-6;6-7,"{2,3,4,5,6,7}","{4,5,6,7}",4,5,3,8,1,1,2,3,2,3,1,2,True,"{7}@{2,5}:base-clique;{7}@{2,5}:cone;{6}@{2,3}:cone;{4,5,7}@{2,3}:cone;{4,5,6,7}@{2,3}:base-clique","{4,5,6,7}@{2,3}:base-clique",8,2,3,1,True,True,True
ddgp-p2-n9-0040,ddgp,2,9,2,1-7;6-7,"{1,2,3,6,7}","{6,7}",2,4,2,4,0,0,1,3,2,2,0,1,True,"{7}@{2,3}:base-clique;{7}@{2,3}:cone;{6}@{1,3}:base-clique;{6}@{1,3}:cone",,4,1,2,0,True,True,True
ddgp-p2-n9-0041,ddgp,2,9,2,2-8;6-8,"{1,2,3,6,7,8}","{6,7,8}",3,2,1,2,0,0,1,2,1,1,0,1,True,"{8}@{1,7}:base-clique;{8}@{1,7}:cone",,2,1,1,0,True,True,True
ddgp-p2-n9-0042,ddgp,2,9,2,1-6;1-8,"{1,2,3,4,6,7,8}","{4,6,7,8}",4,6,3,8,0,0,1,4,3,3,0,1,True,"{8}@{2,7}:base-clique;{8}@{2,7}:cone;{7,8}@{2,6}:base-clique;{7,8}@{2,6}:cone;{6,7,8}@{2,4}:base-clique;{6,7,8}@{2,4}:cone",,8,1,3,0,True,True,True
ddgp-p2-n9-0043,ddgp,2,9,2,2-7;5-7,"{1,2,4,5,7}","{4,5,7}",3,5,3,8,2,1,2,2,2,3,1,2,True,"{7}@{1,4}:cone;{5}@{1,4}:cone;{5,7}@{1,4}:base-clique;{4,5,7}@{1,2}:base-clique;{4,5,7}@{1,2}:cone","{4,5,7}@{1,2}:base-clique;{4,5,7}@{1,2}:cone",8,2,3,1,True,True,True
ddgp-p2-n9-0044,ddgp,2,9,2,1-9;5-6,"{1,2,3,4,5,6,9}","{4,5,6,9}",4,4,2,4,0,0,1,2,2,2,0,1,True,"{9}@{3,4}:base-clique;{9}@{3,4}:cone;{5}@{1,4}:base-clique;{5}@{1,4}:cone",,4,1,2,0,True,True,True
ddgp-p2-n9-0045,ddgp,2,9,2,4-7;5-8,"{1,2,3,4,5,7,8}","{4,5,7,8}",4,2,1,2,0,0,1,1,1,1,0,1,True,"{8}@{3,7}:base-clique;{8}@{3,7}:cone",,2,1,1,0,True,True,True
ddgp-p2-n9-0046,ddgp,2,9,2,2-8;5-6,"{1,2,3,4,5,6,8}","{4,5,6,8}",4,8,4,16,0,0,1,4,4,4,0,1,True,"{8}@{1,3}:base-clique;{8}@{1,3}:cone;{6}@{3,4}:base-clique;{6}@{3,4}:cone;{5}@{1,2}:base-clique;{5}@{1,2}:cone;{4,6}@{2,3}:base-clique;{4,6}@{2,3}:cone",,16,1,4,0,True,True,True
ddgp-p2-n9-0047,ddgp,2,9,2,2-7;7-8,"{1,2,3,4,5,6,7,8}","{4,5,6,7,8}",5,4,2,4,0,0,1,3,2,2,0,1,True,"{8}@{1,3}:base-clique;{8}@{1,3}:cone;{7}@{4,6}:base-clique;{7}@{4,6}:cone",,4,1,2,0,True,True,True
ddgp-p2-n9-0048,ddgp,2,9,2,3-7;8-9,"{1,2,3,4,5,6,7,8,9}","{4,5,6,7,8,9}",6,9,5,32,0,0,1,5,5,5,0,1,True,"{9}@{2,4}:base-clique;{9}@{2,4}:cone;{8}@{2,3}:cone;{7}@{4,6}:base-clique;{7}@{4,6}:cone;{6,7}@{4,5}:base-clique;{6,7}@{4,5}:cone;{5,6,7}@{1,4}:base-clique;{5,6,7}@{1,4}:cone",,32,1,5,0,True,True,True
ddgp-p2-n9-0049,ddgp,2,9,2,1-9;5-9,"{1,2,3,4,5,6,9}","{4,5,6,9}",4,5,3,8,0,0,1,5,3,3,0,1,True,"{9}@{2,6}:base-clique;{9}@{2,6}:cone;{6,9}@{2,4}:base-clique;{6,9}@{2,4}:cone;{5}@{1,3}:cone",,8,1,3,0,True,True,True
ddgp-p2-n9-0050,ddgp,2,9,2,4-6;6-9,"{1,2,3,4,5,6,8,9}","{4,5,6,8,9}",5,6,3,8,0,0,1,4,3,3,0,1,True,"{9}@{4,8}:base-clique;{9}@{4,8}:cone;{6}@{3,5}:base-clique;{6}@{3,5}:cone;{5,6}@{3,4}:base-clique;{5,6}@{3,4}:cone",,8,1,3,0,True,True,True
ddgp-p2-n9-0051,ddgp,2,9,2,4-9;5-8,"{1,2,3,4,5,6,8,9}","{4,5,6,8,9}",5,5,3,8,0,0,1,3,3,3,0,1,True,"{9}@{1,6}:base-clique;{9}@{1,6}:cone;{8}@{4,6}:base-clique;{8}@{4,6}:cone;{4,6,8,9}@{1,2}:base-clique",,8,1,3,0,True,True,True
ddgp-p2-n9-0052,ddgp,2,9,2,2-7;4-7,"{1,2,3,4,5,6,7}","{4,5,6,7}",4,2,1,2,0,0,1,2,1,1,0,1,True,"{7}@{1,6}:base-clique;{7}@{1,6}:cone",,2,1,1,0,True,True,True
ddgp-p2-n9-0053,ddgp,2,9,2,1-7;5-6,"{1,2,3,5,6,7}","{5,6,7}",3,3,2,4,0,0,1,2,2,2,0,1,True,"{7}@{2,5}:base-clique;{7}@{2,5}:cone;{6}@{1,3}:cone",,4,1,2,0,True,True,True
ddgp-p2-n9-0054,ddgp,2,9,2,1-7;2-7,"{1,2,3,4,7}","{4,7}",2,2,1,2,0,0,1,2,1,1,0,1,True,"{7}@{3,4}:base-clique;{7}@{3,4}:cone",,2,1,1,0,True,True,True
ddgp-p2-n9-0055,ddgp,2,9,2,1-7;3-8,"{1,2,3,4,6,7,8}","{4,6,7,8}",4,4,2,4,0,0,1,2,2,2,0,1,True,"{8}@{2,4}:base-clique;{8}@{2,4}:cone;{7}@{4,6}:base-clique;{7}@{4,6}:cone",,4,1,2,0,True,True,True
ddgp-p2-n9-0056,ddgp,2,9,2,1-7;6-9,"{1,2,3,4,6,7,9}","{4,6,7,9}",4,4,2,4,0,0,1,2,2,2,0,1,True,"{9}@{2,3}:base-clique;{9}@{2,3}:cone;{4,6,7}@{1,3}:base-clique;{4,6,7}@{1,3}:cone",,4,1,2,0,True,True,True
ddgp-p2-n9-0057,ddgp,2,9,2,7-8;8-9,"{1,2,3,4,5,7,8,9}","{4,5,7,8,9}",5,6,3,8,0,0,1,4,3,3,0,1,True,"{9}@{3,5}:base-clique;{9}@{3,5}:cone;{8}@{4,5}:base-clique;{8}@{4,5}:cone;{7}@{2,5}:base-clique;{7}@{2,5}:cone",,8,1,3,0,True,True,True
ddgp-p2-n9-0058,ddgp,2,9,2,1-8;4-8,"{1,2,3,4,5,6,7,8}","{4,5,6,7,8}",5,3,2,4,0,0,1,3,2,2,0,1,True,"{8}@{3,7}:base-clique;{8}@{3,7}:cone;{4}@{2,3}:cone",,4,1,2,0,True,True,True
ddgp-p2-n9-0059,ddgp,2,9,2,4-5;6-9,"{1,2,3,4,5,6,7,8,9}","{4,5,6,7,8,9}",6,2,1,2,0,0,1,1,1,1,0,1,True,"{9}@{5,8}:base-clique;{9}@{5,8}:cone",,2,1,1,0,True,True,True
ddgp-p2-n9-0060,ddgp,2,9,2,2-5;5-9,"{1,2,3,4,5,7,9}","{4,5,7,9}",4,8,4,16,0,0,1,5,4,4,0,1,True,"{9}@{4,7}:base-clique;{9}@{4,7}:cone;{7,9}@{1,4}:base-clique;{7,9}@{1,4}:cone;{5}@{3,4}:base-clique;{5}@{3,4}:cone;{4,5,7,9}@{1,3}:base-clique;{4,5,7,9}@{1,3}:cone",,16,1,4,0,True,True,True
ddgp-p2-n9-0061,ddgp,2,9,2,2-8;5-6,"{1,2,3,5,6,8}","{5,6,8}",3,5,3,8,0,0,1,3,3,3,0,1,True,"{8}@{1,6}:base-clique;{8}@{1,6}:cone;{6,8}@{1,3}:cone;{5}@{1,3}:cone;{5,6,8}@{1,3}:base-clique",,8,1,3,0,True,True,True
ddgp-p2-n9-0062,ddgp,2,9,2,6-7;6-9,"{1,2,4,5,6,7,9}","{4,5,6,7,9}",5,9,5,32,1,1,2,7,4,5,1,2,True,"{9}@{1,7}:base-clique;{9}@{1,7}:cone;{7,9}@{1,2}:cone;{6}@{2,5}:base-clique;{6}@{2,5}:cone;{5,6}@{2,4}:base-clique;{5,6}@{2,4}:cone;{4,5,6}@{1,2}:cone;{4,5,6,7,9}@{1,2}:base-clique","{4,5,6,7,9}@{1,2}:base-clique",32,2,5,1,True,True,True
ddgp-p2-n9-0063,ddgp,2,9,2,1-5;5-7,"{1,2,3,5,6,7}","{5,6,7}",3,3,2,4,0,0,1,3,2,2,0,1,True,"{7}@{3,6}:base-clique;{7}@{3,6}:cone;{5}@{2,3}:cone",,4,1,2,0,True,True,True
ddgp-p2-n9-0064,ddgp,2,9,2,1-5;4-8,"{1,2,3,4,5,6,7,8}","{4,5,6,7,8}",5,2,1,2,0,0,1,1,1,1,0,1,True,"{8}@{6,7}:base-clique;{8}@{6,7}:cone",,2,1,1,0,True,True,True
ddgp-p2-n9-0065,ddgp,2,9,2,2-9;6-8,"{1,2,3,4,6,7,8,9}","{4,6,7,8,9}",5,6,3,8,0,0,1,4,3,3,0,1,True,"{9}@{7,8}:base-clique;{9}@{7,8}:cone;{8,9}@{3,7}:base-clique;{8,9}@{3,7}:cone;{6}@{1,3}:base-clique;{6}@{1,3}:cone",,8,1,3,0,True,True,True
ddgp-p2-n9-0066,ddgp,2,9,2,2-7;3-5,"{1,2,3,4,5,7}","{4,5,7}",3,3,2,4,0,0,1,2,2,2,0,1,True,"{7}@{1,3}:cone;{5}@{2,4}:base-clique;{5}@{2,4}:cone",,4,1,2,0,True,True,True
ddgp-p2-n9-0067,ddgp,2,9,2,5-6;7-8,"{1,2,3,4,5,6,7,8}","{4,5,6,7,8}",5,5,3,8,0,0,1,3,3,3,0,1,True,"{8}@{1,2}:cone;{7}@{2,6}:base-clique;{7}@{2,6}:cone;{5}@{1,2}:cone;{5,8}@{1,2}:base-clique",,8,1,3,0,True,True,True
ddgp-p2-n9-0068,ddgp,2,9,2,3-9;6-8,"{1,2,3,4,5,6,7,8,9}","{4,5,6,7,8,9}",6,8,4,16,0,0,1,4,4,4,0,1,True,"{9}@{1,7}:base-clique;{9}@{1,7}:cone;{8}@{5,7}:base-clique;{8}@{5,7}:cone;{6}@{2,4}:base-clique;{6}@{2,4}:cone;{4,6}@{2,3}:base-clique;{4,6}@{2,3}:cone",,16,1,4,0,True,True,True
ddgp-p2-n9-0069,ddgp,2,9,2,4-5;8-9,"{1,2,3,4,5,6,7,8,9}","{4,5,6,7,8,9}",6,4,2,4,0,0,1,2,2,2,0,1,True,"{9}@{5,7}:base-clique;{9}@{5,7}:cone;{8}@{4,7}:base-clique;{8}@{4,7}:cone",,4,1,2,0,True,True,True
ddgp-p2-n9-0070,ddgp,2,9,2,2-7;3-6,"{1,2,3,4,5,6,7}","{4,5,6,7}",4,2,1,2,0,0,1,1,1,1,0,1,True,"{7}@{5,6}:base-clique;{7}@{5,6}:cone",,2,1,1,0,True,True,True
ddgp-p2-n9-0071,ddgp,2,9,2,1-9;2-8,"{1,2,3,4,5,7,8,9}","{4,5,7,8,9}",5,5,3,8,0,0,1,3,3,3,0,1,True,"{9}@{5,7}:cone;{8}@{5,7}:cone;{8,9}@{5,7}:base-clique;{7,8,9}@{1,5}:base-clique;{7,8,9}@{1,5}:cone",,8,1,3,0,True,True,True
ddgp-p2-n9-0072,ddgp,2,9,2,5-8;8-9,"{1,2,3,4,5,6,8,9}","{4,5,6,8,9}",5,5,3,8,0,0,1,4,3,3,0,1,True,"{9}@{1,2}:base-clique;{9}@{1,2}:cone;{8}@{3,6}:base-clique;{8}@{3,6}:cone;{5}@{1,4}:cone",,8,1,3,0,True,True,True
ddgp-p2-n9-0073,ddgp,2,9,2,1-9;2-5,"{1,2,3,4,5,9}","{4,5,9}",3,2,1,2,0,0,1,1,1,1,0,1,True,"{9}@{4,5}:base-clique;{9}@{4,5}:cone",,2,1,1,0,True,True,True
ddgp-p2-n9-0074,ddgp,2,9,2,5-6;5-7,"{1,2,3,4,5,6,7}","{4,5,6,7}",4,3,2,4,0,0,1,3,2,2,0,1,True,"{6}@{3,4}:base-clique;{6}@{3,4}:cone;{5}@{1,3}:cone",,4,1,2,0,True,True,True
ddgp-p2-n9-0075,ddgp,2,9,2,1-8;3-6,"{1,2,3,4,5,6,7,8}","{4,5,6,7,8}",5,4,2,4,0,0,1,2,2,2,0,1,True,"{8}@{4,7}:base-clique;{8}@{4,7}:cone;{6}@{1,5}:base-clique;{6}@{1,5}:cone",,4,1,2,0,True,True,True
ddgp-p3-n9-0001,ddgp,2,9,3,3-5;4-7;6-7,"{1,2,3,4,5,6,7}","{4,5,6,7}",4,3,2,4,0,0,1,2,2,2,0,1,True,"{7}@{2,5}:cone;{6}@{2,5}:cone;{6,7}@{2,5}:base-clique",,4,1,2,0,True,True,True
ddgp-p3-n9-0002,ddgp,2,9,3,1-9;3-4;5-9,"{1,2,3,4,5,9}","{4,5,9}",3,4,2,4,0,0,1,3,2,2,0,1,True,"{9}@{2,3}:base-clique;{9}@{2,3}:cone;{4}@{1,2}:base-clique;{4}@{1,2}:cone",,4,1,2,0,True,True,True
ddgp-p3-n9-0003,ddgp,2,9,3,5-7;6-7;6-8,"{1,2,3,4,5,6,7,8}","{4,5,6,7,8}",5,5,3,8,0,0,1,6,3,3,0,1,True,"{7}@{2,4}:base-clique;{7}@{2,4}:cone;{6}@{3,4}:base-clique;{6}@{3,4}:cone;{5,8}@{1,3}:cone",,8,1,3,0,True,True,True
